date,row,commit,comparedTo,packages added,packages removed,dependency added,dependency removed,class moved,number of packages added,number of packages removed,number of dependencies added,number of dependencies removed,number of moved classes,number of packages,number of dependencies,MTO,A0,A2A,A2A Copy,gap,issueId,prNumber
2007-11-28,33,2a447187b125e3226dbaccd29e974c887db1ee7a,b0df85d1f1e26bfaced8a003a6b09bede5867a9f,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J34+K34+L34+M34+N34,=O34+P34,=((Q34/(R34+R33)))*100,,0,,"[]"
2007-11-28,34,c62c6d2aba9b97ccc1588ae933d4e7021010a50c,2a447187b125e3226dbaccd29e974c887db1ee7a,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J35+K35+L35+M35+N35,=O35+P35,=((Q35/(R35+R34)))*100,,0,,"[]"
2007-11-28,35,7dc0c2249281c9c7361b25276f91685016e453b0,c62c6d2aba9b97ccc1588ae933d4e7021010a50c,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J36+K36+L36+M36+N36,=O36+P36,=((Q36/(R36+R35)))*100,,0,,"[]"
2007-11-28,36,4e7258d6e3d8e93605893546d337f0586e7a149d,7dc0c2249281c9c7361b25276f91685016e453b0,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J37+K37+L37+M37+N37,=O37+P37,=((Q37/(R37+R36)))*100,,0,,"[]"
2007-11-28,37,4d96d937fd834e30dfb182f483efffdeb26b828a,4e7258d6e3d8e93605893546d337f0586e7a149d,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J38+K38+L38+M38+N38,=O38+P38,=((Q38/(R38+R37)))*100,,0,,"[]"
2007-11-29,38,e655cad3c57b98be9ccd5645a712ff5a57dc0480,4d96d937fd834e30dfb182f483efffdeb26b828a,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J39+K39+L39+M39+N39,=O39+P39,=((Q39/(R39+R38)))*100,,0,,"[]"
2007-12-01,39,70cc907a3e23252eec852c5473c80873e27da9f4,e655cad3c57b98be9ccd5645a712ff5a57dc0480,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J40+K40+L40+M40+N40,=O40+P40,=((Q40/(R40+R39)))*100,,0,,"[]"
2007-12-01,40,4594025287271b5057b992da66291a6faac8ec7a,70cc907a3e23252eec852c5473c80873e27da9f4,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J41+K41+L41+M41+N41,=O41+P41,=((Q41/(R41+R40)))*100,,0,,"[]"
2007-12-03,41,4729a9eefad0d9c5ed4d4f69cbee38d393fbb40f,4594025287271b5057b992da66291a6faac8ec7a,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J42+K42+L42+M42+N42,=O42+P42,=((Q42/(R42+R41)))*100,,0,,"[]"
2007-12-03,42,16801baebba047544af01682beda5c86de6e9fc7,4729a9eefad0d9c5ed4d4f69cbee38d393fbb40f,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J43+K43+L43+M43+N43,=O43+P43,=((Q43/(R43+R42)))*100,,0,,"[]"
2007-12-03,43,8bf848da45f9b337461e6114c2a4dce204b5b25b,16801baebba047544af01682beda5c86de6e9fc7,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J44+K44+L44+M44+N44,=O44+P44,=((Q44/(R44+R43)))*100,,0,,"[]"
2007-12-04,44,32a39726ce62aa1f73913d499aa03c86bf868bed,8bf848da45f9b337461e6114c2a4dce204b5b25b,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J45+K45+L45+M45+N45,=O45+P45,=((Q45/(R45+R44)))*100,,0,,"[]"
2007-12-05,45,db09d03ec03761e3e0715e6478daf1fe771f8b7a,32a39726ce62aa1f73913d499aa03c86bf868bed,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J46+K46+L46+M46+N46,=O46+P46,=((Q46/(R46+R45)))*100,,0,,"[]"
2007-12-05,46,e98264c167bb375aba379ed2090aa6dcb4caf407,db09d03ec03761e3e0715e6478daf1fe771f8b7a,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J47+K47+L47+M47+N47,=O47+P47,=((Q47/(R47+R46)))*100,,0,,"[]"
2007-12-05,47,d8ba75f2190f83118116c29f17dac29cf79927ec,e98264c167bb375aba379ed2090aa6dcb4caf407,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J48+K48+L48+M48+N48,=O48+P48,=((Q48/(R48+R47)))*100,,0,,"[]"
2007-12-05,48,8ee17324ceb0fd0ace7d87c3bd095ee20c0466aa,d8ba75f2190f83118116c29f17dac29cf79927ec,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J49+K49+L49+M49+N49,=O49+P49,=((Q49/(R49+R48)))*100,,0,,"[]"
2007-12-06,49,e77adca71ac461a1c3ea2fd3fec362592d302294,8ee17324ceb0fd0ace7d87c3bd095ee20c0466aa,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J50+K50+L50+M50+N50,=O50+P50,=((Q50/(R50+R49)))*100,,0,,"[]"
2007-12-08,50,b1dcfbc2c4f7c43691627151dd04e0b49c2b5b49,e77adca71ac461a1c3ea2fd3fec362592d302294,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J51+K51+L51+M51+N51,=O51+P51,=((Q51/(R51+R50)))*100,,0,,"[]"
2007-12-10,51,12fffd996f2289a2e6c05bbff166f935ae405488,b1dcfbc2c4f7c43691627151dd04e0b49c2b5b49,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J52+K52+L52+M52+N52,=O52+P52,=((Q52/(R52+R51)))*100,,0,,"[]"
2007-12-10,52,70dfa2969bc9c49efb9bca3288934bc1f7e1627f,12fffd996f2289a2e6c05bbff166f935ae405488,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J53+K53+L53+M53+N53,=O53+P53,=((Q53/(R53+R52)))*100,,0,,"[]"
2007-12-10,53,6fa1e1bfd6b4bf2bbac2d58394b1966afb998d1e,70dfa2969bc9c49efb9bca3288934bc1f7e1627f,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J54+K54+L54+M54+N54,=O54+P54,=((Q54/(R54+R53)))*100,,0,,"[]"
2007-12-10,54,551012dac1494b57e829bcbd9bafb51b280a03fa,6fa1e1bfd6b4bf2bbac2d58394b1966afb998d1e,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J55+K55+L55+M55+N55,=O55+P55,=((Q55/(R55+R54)))*100,,0,,"[]"
2007-12-11,55,4efff2dfd774dc9acd5ed84d1586afd911271b1d,551012dac1494b57e829bcbd9bafb51b280a03fa,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J56+K56+L56+M56+N56,=O56+P56,=((Q56/(R56+R55)))*100,,0,,"[]"
2007-12-12,56,2af055275751847a8202926173a76367f6f5d853,4efff2dfd774dc9acd5ed84d1586afd911271b1d,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J57+K57+L57+M57+N57,=O57+P57,=((Q57/(R57+R56)))*100,,0,,"[]"
2007-12-13,57,bdd911367253b67aa3d1665ed3262735d2f7ad20,2af055275751847a8202926173a76367f6f5d853,"[]","[]","[]","[]","[]",0,0,0,0,0,4,4,=J58+K58+L58+M58+N58,=O58+P58,=((Q58/(R58+R57)))*100,,0,,"[]"
2007-12-14,58,344a30792bb30430a5949fa20ae69872c42394e0,bdd911367253b67aa3d1665ed3262735d2f7ad20,"[]","[]","[{name:com.yahoo.zookeeper.server,added:[com.yahoo.zookeeper.server.quorum]}]","[]","[]",0,0,1,0,0,4,5,=J59+K59+L59+M59+N59,=O59+P59,=((Q59/(R59+R58)))*100,,0,,"[]"
2007-12-14,59,35ccdb8896e6d835b89ba604c595e2e760f090cb,344a30792bb30430a5949fa20ae69872c42394e0,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J60+K60+L60+M60+N60,=O60+P60,=((Q60/(R60+R59)))*100,,0,,"[]"
2007-12-14,60,d89952550caf2360904befbb8f9eccd8d29dbf95,35ccdb8896e6d835b89ba604c595e2e760f090cb,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J61+K61+L61+M61+N61,=O61+P61,=((Q61/(R61+R60)))*100,,0,,"[]"
2008-01-10,61,31399a0ac7c64244d4dfab42b86e93987226451f,d89952550caf2360904befbb8f9eccd8d29dbf95,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J62+K62+L62+M62+N62,=O62+P62,=((Q62/(R62+R61)))*100,,0,,"[]"
2008-01-10,62,62d5b08a2593c0ca772714cef7e933786208281f,31399a0ac7c64244d4dfab42b86e93987226451f,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J63+K63+L63+M63+N63,=O63+P63,=((Q63/(R63+R62)))*100,,0,,"[]"
2008-01-10,63,5d4d87dadf44ac741dabbb9491789644ceeb7388,62d5b08a2593c0ca772714cef7e933786208281f,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J64+K64+L64+M64+N64,=O64+P64,=((Q64/(R64+R63)))*100,,0,,"[]"
2008-01-10,64,ab38be72cbec67f5d03980f20631256f7846e4ee,5d4d87dadf44ac741dabbb9491789644ceeb7388,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J65+K65+L65+M65+N65,=O65+P65,=((Q65/(R65+R64)))*100,,0,,"[]"
2008-01-10,65,d2c89d6e3047c3b01e30ace39f6dc13728f5b7cd,ab38be72cbec67f5d03980f20631256f7846e4ee,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J66+K66+L66+M66+N66,=O66+P66,=((Q66/(R66+R65)))*100,,0,,"[]"
2008-01-10,66,ffc4b0d4ca34749867321a56d40dd6e880f9759c,d2c89d6e3047c3b01e30ace39f6dc13728f5b7cd,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J67+K67+L67+M67+N67,=O67+P67,=((Q67/(R67+R66)))*100,,0,,"[]"
2008-01-10,67,71dc99891e5f05a0eee7e9bb20fceedb9465eae4,ffc4b0d4ca34749867321a56d40dd6e880f9759c,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J68+K68+L68+M68+N68,=O68+P68,=((Q68/(R68+R67)))*100,,0,,"[]"
2008-01-10,68,5a0a451b8069ef4e8bed9031f1f06ba1d0ed904d,71dc99891e5f05a0eee7e9bb20fceedb9465eae4,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J69+K69+L69+M69+N69,=O69+P69,=((Q69/(R69+R68)))*100,,0,,"[]"
2008-01-16,69,d008d1f441aabda569af91f6591c8d0318265241,5a0a451b8069ef4e8bed9031f1f06ba1d0ed904d,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J70+K70+L70+M70+N70,=O70+P70,=((Q70/(R70+R69)))*100,,0,,"[]"
2008-01-16,70,d753e9098a6f19fb90241dc4180d9855a059a871,d008d1f441aabda569af91f6591c8d0318265241,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J71+K71+L71+M71+N71,=O71+P71,=((Q71/(R71+R70)))*100,,0,,"[]"
2008-01-16,71,5e6f1f765c181ae0a3cce7b9524ab9095167d318,d753e9098a6f19fb90241dc4180d9855a059a871,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J72+K72+L72+M72+N72,=O72+P72,=((Q72/(R72+R71)))*100,,0,,"[]"
2008-01-16,72,2474f37a0f2d5ceff68d6ca19d4d93fddb3995a1,5e6f1f765c181ae0a3cce7b9524ab9095167d318,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J73+K73+L73+M73+N73,=O73+P73,=((Q73/(R73+R72)))*100,,0,,"[]"
2008-01-16,73,365c6e17edaaa1e3f097f60126e44c0d5d07d82f,2474f37a0f2d5ceff68d6ca19d4d93fddb3995a1,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J74+K74+L74+M74+N74,=O74+P74,=((Q74/(R74+R73)))*100,,0,,"[]"
2008-01-24,74,f1711641cd884ba751f4b5b6e90340d5ea814c71,365c6e17edaaa1e3f097f60126e44c0d5d07d82f,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J75+K75+L75+M75+N75,=O75+P75,=((Q75/(R75+R74)))*100,,0,,"[]"
2008-01-24,75,d60e014b3f8145d60a771629cd7c2437e1333a4c,f1711641cd884ba751f4b5b6e90340d5ea814c71,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J76+K76+L76+M76+N76,=O76+P76,=((Q76/(R76+R75)))*100,,0,,"[]"
2008-01-24,76,a6d0a388682ae93fdee7e6c30143c60ad82ebcbb,d60e014b3f8145d60a771629cd7c2437e1333a4c,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J77+K77+L77+M77+N77,=O77+P77,=((Q77/(R77+R76)))*100,,0,,"[]"
2008-01-24,77,9f10de49a9249ea2aa951a122f9226fa3ee4e918,a6d0a388682ae93fdee7e6c30143c60ad82ebcbb,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J78+K78+L78+M78+N78,=O78+P78,=((Q78/(R78+R77)))*100,,0,,"[]"
2008-01-24,78,911e7a8c6e6d1db1cd35ab7e809d4750a6a8b760,9f10de49a9249ea2aa951a122f9226fa3ee4e918,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J79+K79+L79+M79+N79,=O79+P79,=((Q79/(R79+R78)))*100,,0,,"[]"
2008-01-24,79,a32fd48ef2b72af6264d6fc2a77aa5fd8b5e43fe,911e7a8c6e6d1db1cd35ab7e809d4750a6a8b760,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J80+K80+L80+M80+N80,=O80+P80,=((Q80/(R80+R79)))*100,,0,,"[]"
2008-01-25,80,935dfab06e02a561a1abc320792cfe1cccf08975,a32fd48ef2b72af6264d6fc2a77aa5fd8b5e43fe,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J81+K81+L81+M81+N81,=O81+P81,=((Q81/(R81+R80)))*100,,0,,"[]"
2008-01-28,81,a3b0ab80e49741e3cf06ce17f2db2a290ff4b276,935dfab06e02a561a1abc320792cfe1cccf08975,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J82+K82+L82+M82+N82,=O82+P82,=((Q82/(R82+R81)))*100,,0,,"[]"
2008-01-28,82,f82b49dd430817d508b06d6af41bded85fb79691,a3b0ab80e49741e3cf06ce17f2db2a290ff4b276,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J83+K83+L83+M83+N83,=O83+P83,=((Q83/(R83+R82)))*100,,0,,"[]"
2008-01-28,83,fc43b63e862fd4a04fbcfbfaca35933d19aab598,f82b49dd430817d508b06d6af41bded85fb79691,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J84+K84+L84+M84+N84,=O84+P84,=((Q84/(R84+R83)))*100,,0,,"[]"
2008-01-30,84,1153591dea3c1ca8c19e6f353dd10551c68c11c1,fc43b63e862fd4a04fbcfbfaca35933d19aab598,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J85+K85+L85+M85+N85,=O85+P85,=((Q85/(R85+R84)))*100,,0,,"[]"
2008-02-07,85,fdb954fdef2fd4425c81ee118d5266cf8a59c83c,1153591dea3c1ca8c19e6f353dd10551c68c11c1,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J86+K86+L86+M86+N86,=O86+P86,=((Q86/(R86+R85)))*100,,0,,"[]"
2008-02-07,86,6e8bcd146a3e9dcad32727c80dd8556549a34337,fdb954fdef2fd4425c81ee118d5266cf8a59c83c,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J87+K87+L87+M87+N87,=O87+P87,=((Q87/(R87+R86)))*100,,0,,"[]"
2008-02-07,87,d72b54fb42742a89ce89c74c3fdf51d1de3f71cf,6e8bcd146a3e9dcad32727c80dd8556549a34337,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J88+K88+L88+M88+N88,=O88+P88,=((Q88/(R88+R87)))*100,,0,,"[]"
2008-02-07,88,480cf1a3a180ac9a6125b8f82e8f04dfbc094554,d72b54fb42742a89ce89c74c3fdf51d1de3f71cf,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J89+K89+L89+M89+N89,=O89+P89,=((Q89/(R89+R88)))*100,,0,,"[]"
2008-02-07,89,3b397095e6c74fd35a697f6c0da8801c36127e3e,480cf1a3a180ac9a6125b8f82e8f04dfbc094554,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J90+K90+L90+M90+N90,=O90+P90,=((Q90/(R90+R89)))*100,,0,,"[]"
2008-02-08,90,0c830830aa4cbeaf479cfb7618640ea6be57f5af,3b397095e6c74fd35a697f6c0da8801c36127e3e,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J91+K91+L91+M91+N91,=O91+P91,=((Q91/(R91+R90)))*100,,0,,"[]"
2008-02-08,91,41c6f3a9089940cd150efd98875067e57304bb88,0c830830aa4cbeaf479cfb7618640ea6be57f5af,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J92+K92+L92+M92+N92,=O92+P92,=((Q92/(R92+R91)))*100,,0,,"[]"
2008-02-17,92,a575976c553502ea73ce272f5d5060a271b6e06b,41c6f3a9089940cd150efd98875067e57304bb88,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J93+K93+L93+M93+N93,=O93+P93,=((Q93/(R93+R92)))*100,,0,,"[]"
2008-02-17,93,0b94bb84d83c77f58932ff35e3a355ef94a7e58f,a575976c553502ea73ce272f5d5060a271b6e06b,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J94+K94+L94+M94+N94,=O94+P94,=((Q94/(R94+R93)))*100,,0,,"[]"
2008-02-17,94,4b0cc456e9c1b5ffe4bf0c666545c74ffc9664d3,0b94bb84d83c77f58932ff35e3a355ef94a7e58f,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J95+K95+L95+M95+N95,=O95+P95,=((Q95/(R95+R94)))*100,,0,,"[]"
2008-02-17,95,f626ff622ef2f4ab91023a83a530eb00596e6e1d,4b0cc456e9c1b5ffe4bf0c666545c74ffc9664d3,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J96+K96+L96+M96+N96,=O96+P96,=((Q96/(R96+R95)))*100,,0,,"[]"
2008-02-21,96,ae74147efc8f3dffe6c68ec7ef30f222be63b396,f626ff622ef2f4ab91023a83a530eb00596e6e1d,"[]","[]","[]","[]","[]",0,0,0,0,0,4,5,=J97+K97+L97+M97+N97,=O97+P97,=((Q97/(R97+R96)))*100,,0,,"[]"
